,Absolute Distance to BestKnownHypervolume,Best known hypervolume,BestKnownFront,Bounds,Crowding,Encoding.Bounds,Encoding.ProblemSize,Execution Time,Generational Distance,Hypervolume,Pareto Front,ProblemSize,Seed,Spacing,TestFunction
NSGA-II Run 33,0.012422707,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04506702,[[0;1][-5;5]],30,00:36.1,0.00042222,120.654244,[[0;1][1;9.62259504792007E-05][0.00924034746104252;0.90388374389621][0.0584126227211551;0.75833893449514][...]],30,274963076,0.008720969,ZDT4
NSGA-II Run 33,0.011697416,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081501695,[[0;1]],50,00:36.4,0.000440766,120.3216359,[[1;3.15474926191137E-06][0;1.00000157065835][0.480827407590544;0.768806946717816][0.958075722267274;0.0820939363485505][...]],50,59435055,0.010489359,ZDT2
NSGA-II Run 34,0.008935648,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.10478306,[[0;1]],50,00:37.1,0.001460245,128.7691805,[[0.851846428541551;-0.773368934763364][0;1][0.453875305832462;-0.124218434278397][0.25775864404496;0.242161087302489][...]],50,470083914,0.024857489,ZDT3
NSGA-II Run 28,0.085193311,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067521411,[[0;1]],30,00:44.1,0.003254618,117.4333819,[[0.280775318817777;0.92505335570731][0.999999875821026;0.00723397592618492][0.930406838520281;0.141068413956455][...]],30,1277717366,0.010297081,ZDT6
NSGA-II Run 35,0.013197899,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.08104796,[[0;1]],50,00:34.3,0.000573333,120.6534688,[[0;1.00000554835235][1;2.76641345320572E-06][0.605073489180054;0.222138692104086][0.651005002426466;0.193154505865537][...]],50,2112070553,0.011535055,ZDT1
NSGA-II Run 34,0.012578623,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044955843,[[0;1][-5;5]],30,00:35.0,0.000613687,120.654088,[[0;1][1;3.86303343971051E-05][0.0173583036098804;0.868254174588782][0.423562542331712;0.349209266218801][...]],30,458190001,0.010608938,ZDT4
NSGA-II Run 34,0.011283589,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081443965,[[0;1]],50,00:36.0,0.00041651,120.3220497,[[1;1.47900575091858E-06][0;1.00000075197085][0.695273726082937;0.516595562609686][0.978700670291623;0.0421464828486515][...]],50,1220987663,0.012171111,ZDT2
NSGA-II Run 35,0.006818103,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108229155,[[0;1]],50,00:36.4,0.001201243,128.771298,[[0;1.0000000000164][0.851807898640828;-0.773368749500495][0.409314359405103;0.242151923959363][0.45386691149573;-0.124218392447576][...]],50,969467320,0.018852174,ZDT3
NSGA-II Run 36,0.0111848,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081712165,[[0;1]],50,00:34.4,0.00045004,120.6554819,[[0;1.00000083260331][1;4.16837367851427E-07][0.521706648282204;0.277707926342916][0.190683206130047;0.563327773830308][...]],50,1243813897,0.0095737,ZDT1
NSGA-II Run 29,0.079089468,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067462028,[[0;1]],30,00:44.3,0.003004742,117.4394857,[[1;0.0066558183986036][0.280775318815373;0.924819085624252][0.897262537610402;0.201026405604515][0.762658062412835;0.423676831904192][...]],30,1326193442,0.008532291,ZDT6
NSGA-II Run 35,0.01221349,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045341633,[[0;1][-5;5]],30,00:35.2,0.000412674,120.6544532,[[0;1][1;4.15667128393915E-05][0.042099246448976;0.794827579992356][0.0646980030407994;0.745652653299891][...]],30,1599926897,0.010767473,ZDT4
NSGA-II Run 35,0.011794252,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082145759,[[0;1]],50,00:35.8,0.000434217,120.3215391,[[0;1.00000056201923][1;1.13566571352038E-06][0.382957985495629;0.853343840123311][0.617753379061554;0.618381566585031][...]],50,787964169,0.01076846,ZDT2
NSGA-II Run 36,0.006446091,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.107758398,[[0;1]],50,00:36.8,0.001406446,128.77167,[[0;1][0.851819371460296;-0.773368935553185][0.618400428780558;-0.124281877719497][0.652538804634428;-0.458263087915338][...]],50,322789042,0.020352168,ZDT3
NSGA-II Run 37,0.011601116,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.083731245,[[0;1]],50,00:34.3,0.000473842,120.6550656,[[1;1.15055247494552E-06][0;1.00000234717054][0.161000325752637;0.598753457032544][0.739433823749915;0.140097897530289][...]],50,881171984,0.010203393,ZDT1
NSGA-II Run 36,1.170782425,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044923632,[[0;1][-5;5]],30,00:36.1,0.052804492,119.4958842,[[0;1][1;0.108844067352803][0.0808066750462656;0.746675428235184][0.0566524052464865;0.787889153092447][...]],30,1485078982,0.009430472,ZDT4
NSGA-II Run 36,0.011376795,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.08236936,[[0;1]],50,00:35.8,0.000367859,120.3219565,[[0;1.00000310841912][1;6.20886735054874E-06][0.559368722809446;0.687110758618733][0.902329050762897;0.185807921337812][...]],50,1217813119,0.007931319,ZDT2
NSGA-II Run 30,0.055158449,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067643579,[[0;1]],30,00:44.6,0.00199733,117.4634167,[[0.280775318815461;0.923556498732585][0.999999998575322;0.00443047014307718][0.456716916020339;0.79408812012993][...]],30,1270291481,0.008128605,ZDT6
NSGA-II Run 37,0.006165431,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.111719227,[[0;1]],50,00:36.8,0.001273486,128.7719507,[[0;1.00000000000744][0.851845188797007;-0.773368948290439][0.453885367411892;-0.12421844233088][0.652487183202168;-0.458263131035719][...]],50,1984709625,0.016147624,ZDT3
NSGA-II Run 38,0.011677095,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082654832,[[0;1]],50,00:34.5,0.000391594,120.6549896,[[1;8.06385344051079E-07][0;1.00000159678557][0.701018566247182;0.162732437991533][0.304516913244534;0.448170694566321][...]],50,1678053656,0.012012293,ZDT1
NSGA-II Run 37,1.138874888,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044906414,[[0;1][-5;5]],30,00:35.6,0.052889266,119.5277918,[[0;1][1;0.105677719389755][0.0569945695321528;0.786504411696502][0.0251317389209418;0.858263781145272][...]],30,1729413581,0.011022022,ZDT4
NSGA-II Run 37,0.011485718,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.080601967,[[0;1]],50,00:36.0,0.000316087,120.3218476,[[0;1.00000314871945][1;6.26089740802676E-06][0.939050084426022;0.118190970106779][0.961621288298039;0.0752906882437344][...]],50,2046747545,0.011301142,ZDT2
NSGA-II Run 38,0.006514304,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109304219,[[0;1]],50,00:36.6,0.00099872,128.7716018,[[0;1.00000000000007][0.851822143032971;-0.773368963851775][0.409316249899918;0.242126624771152][0.823335783556126;-0.458344791582252][...]],50,822933029,0.015554948,ZDT3
NSGA-II Run 31,0.072321581,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.066762097,[[0;1]],30,00:44.9,0.002719431,117.4462536,[[0.280775318815369;0.9243926718855][0.999999986601629;0.00606367102977962][0.839531508641649;0.300372378833761][...]],30,120807096,0.009273032,ZDT6
NSGA-II Run 39,0.012061071,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081932413,[[0;1]],50,00:34.4,0.000530216,120.6546056,[[1;4.74825337549198E-07][0;1.00000092218756][0.922712979340252;0.0394210029247948][0.41650181540838;0.35463112981746][...]],50,1750644495,0.010957913,ZDT1
NSGA-II Run 38,1.136993815,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044912643,[[0;1][-5;5]],30,00:35.8,0.050184609,119.5296729,[[0;1][1;0.105592116479133][0.919302075246771;0.142625820253692][0.184124416425087;0.616321519599563][...]],30,2064625414,0.012666651,ZDT4
NSGA-II Run 38,0.011184303,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082143692,[[0;1]],50,00:36.1,0.000335301,120.322149,[[1;2.31496282710071E-06][0;1.00000114105736][0.557883595398487;0.688767425349123][0.605763296745627;0.63305242935617][...]],50,1303024358,0.009942864,ZDT2
NSGA-II Run 39,0.007668082,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.099643346,[[0;1]],50,00:36.9,0.001314233,128.770448,[[0.85183493304435;-0.773369010524148][0;1.00000000000002][0.82338679872239;-0.459386943356455][0.652503703432002;-0.458263304953136][...]],50,1632398674,0.017959439,ZDT3
NSGA-II Run 40,0.012155919,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082631531,[[0;1]],50,00:34.7,0.000437972,120.6545107,[[0;1.00000099363361][1;4.9028023720871E-07][0.183450026609774;0.571690141272521][0.279006736147088;0.471789851167919][...]],50,479882718,0.009705208,ZDT1
NSGA-II Run 32,0.132451901,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.0674399,[[0;1]],30,00:44.8,0.005268918,117.3861233,[[0.280775318821322;0.927575779135194][0.999999341873952;0.011782495317576][0.910167674965886;0.182403768327811][...]],30,923400310,0.008760852,ZDT6
NSGA-II Run 39,0.016468151,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045061415,[[0;1][-5;5]],30,00:36.1,0.000691846,120.6501985,[[0;1][1;0.000406327978455301][0.479399714316445;0.308077276787131][0.544749762888145;0.262363430009216][...]],30,239150000,0.011507855,ZDT4
NSGA-II Run 39,0.011915281,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082320819,[[0;1]],50,00:36.8,0.000332115,120.3214181,[[0;1.00000047149673][1;9.17065925595379E-07][0.931148021533852;0.132964285710772][0.588864073680411;0.653239806092165][...]],50,1509976822,0.011813407,ZDT2
NSGA-II Run 40,0.006526613,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.107778955,[[0;1]],50,00:37.0,0.001468492,128.7715895,[[0;1.00000000000001][0.851834037138194;-0.773369011747779][0.453871377260034;-0.124218418681011][0.823346599416657;-0.458565849172353][...]],50,4230546,0.018150648,ZDT3
NSGA-II Run 41,0.012696816,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081194899,[[0;1]],50,00:34.7,0.00041997,120.6539699,[[0;1.00000056373874][1;2.81217321833056E-07][0.043785199638633;0.790751790927182][0.0239685367569159;0.845182794759718][...]],50,621229807,0.012503537,ZDT1
NSGA-II Run 33,0.065026107,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067625998,[[0;1]],30,00:44.7,0.00245354,117.4535491,[[0.280775318826759;0.924097945744848][1;0.00534590065497759][0.85102990337947;0.280443275052252][0.587901417912171;0.658035150740546][...]],30,375107082,0.009098237,ZDT6
NSGA-II Run 40,0.018485439,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045143927,[[0;1][-5;5]],30,00:35.4,0.000627403,120.6481812,[[0;1][1;0.000657241950276388][0.0533504419068533;0.769174662024906][0.0820857416280703;0.713682210302672][...]],30,2059308130,0.010976864,ZDT4
NSGA-II Run 40,0.011022404,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081362513,[[0;1]],50,00:35.8,0.000389677,120.3223109,[[1;4.89876857089922E-06][0;1.00000248180363][0.336649168416081;0.88667015036513][0.051774389611761;0.997321968281995][...]],50,352315673,0.013271957,ZDT2
NSGA-II Run 41,0.007215994,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.106234515,[[0;1]],50,00:37.0,0.001161819,128.7709001,[[0.851838132736976;-0.77336900062226][0;1.00000000001174][0.453880052805396;-0.124218443787538][0.618415406244434;-0.124543251751199][...]],50,2082623459,0.018907347,ZDT3
NSGA-II Run 42,0.011993629,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082081849,[[0;1]],50,00:34.4,0.000495601,120.654673,[[0;1.00000191980017][1;9.51032790222329E-07][0.905178440938079;0.0485923610378463][0.0308988810732943;0.824220995724386][...]],50,1390358093,0.010407563,ZDT1
NSGA-II Run 41,1.136399824,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.04493425,[[0;1][-5;5]],30,00:36.1,0.046718702,119.5302668,[[0;1][1;0.105546188860204][0.881598095104733;0.160166575447235][0.0117998835916789;0.90283799027134][...]],30,1185329374,0.012098986,ZDT4
NSGA-II Run 41,0.01180125,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.080639464,[[0;1]],50,00:36.5,0.000473882,120.3215321,[[1;5.47373278698074E-06][0;1.00000295470946][0.126736224846619;0.983940703070848][0.289732231809527;0.916058449082714][...]],50,1588377132,0.013202301,ZDT2
NSGA-II Run 34,0.088352094,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.065967367,[[0;1]],30,00:45.3,0.00368547,117.4302231,[[0.999999667239519;0.00758072257906086][0.280775318834802;0.925678755948768][0.901235876718299;0.195306881099955][...]],30,849682260,0.00844053,ZDT6
NSGA-II Run 42,0.007147166,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.108601395,[[0;1]],50,00:37.2,0.000955389,128.770969,[[0;1][0.851849108644856;-0.77336890108121][0.61839804280944;-0.124240233938263][0.453879523517757;-0.12421844323992][...]],50,913161657,0.021339603,ZDT3
NSGA-II Run 43,0.011370721,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.082041834,[[0;1]],50,00:35.0,0.00050477,120.6552959,[[1;4.22452163356812E-07][0;1.00000083540825][0.0152863185211263;0.876362945034776][0.796237995243617;0.107678806163405][...]],50,1022672474,0.011046246,ZDT1
NSGA-II Run 42,0.205266762,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045501607,[[0;1][-5;5]],30,00:35.7,0.008567648,120.4613999,[[0;1][1;0.0179980318350743][0.603852018684506;0.237003853619479][0.0211037258265169;0.857355472926798][...]],30,1609220066,0.012716739,ZDT4
NSGA-II Run 42,0.011254393,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.08089108,[[0;1]],50,00:36.0,0.000363551,120.3220789,[[0;1.00000051124666][1;1.01870867726812E-06][0.904152359660299;0.182509444626494][0.0731251712992819;0.994653227316006][...]],50,921073232,0.011738594,ZDT2
NSGA-II Run 44,0.012410537,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081094603,[[0;1]],50,00:34.2,0.000372254,120.6542561,[[0;1.00000253007127][1;1.25943201165661E-06][0.0871361621618873;0.704813875355886][0.609762713366787;0.219128540837042][...]],50,853065963,0.011168925,ZDT1
NSGA-II Run 35,0.118359382,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067364315,[[0;1]],30,00:44.7,0.004661058,117.4002158,[[0.999999493725915;0.0104471194915965][0.28077531881537;0.926822295640559][0.375994910114491;0.864633789266282][...]],30,518167370,0.006766972,ZDT6
NSGA-II Run 43,0.006489353,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.10740344,[[0;1]],50,00:36.4,0.001112508,128.7716268,[[0;1.00000000000101][0.851802687688661;-0.773368628342311][0.82333694836317;-0.458368601031131][0.652505329421671;-0.458263312458628][...]],50,824531763,0.014848965,ZDT3
NSGA-II Run 43,1.142479927,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044793329,[[0;1][-5;5]],30,00:35.8,0.04559429,119.5241867,[[0;1][1;0.106103690655505][0.321462214991242;0.493181900427686][0.20161622003359;0.598625561250759][0.456212986010429;0.396230973384547][...]],30,2107523972,0.009592225,ZDT4
NSGA-II Run 43,0.011153072,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081230919,[[0;1]],50,00:36.3,0.000381335,120.3221803,[[0;1.00000146089401][1;2.89832975260192E-06][0.977105019903576;0.0452686828865109][0.598201620633434;0.642156835574698][...]],50,1061205754,0.010965031,ZDT2
NSGA-II Run 45,0.011905755,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081775284,[[0;1]],50,00:35.1,0.00046538,120.6547609,[[1;5.22375486277456E-07][0;1.00000122035154][0.695874604090626;0.165810152595519][0.768409872137958;0.123413138837989][...]],50,1125204849,0.011263278,ZDT1
NSGA-II Run 44,0.006899217,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.109791735,[[0;1]],50,00:37.2,0.00116305,128.7712169,[[0;1.0000000000062][0.851823210904342;-0.773368973023117][0.652509993232118;-0.458263324721694][0.61839873571505;-0.124252327795579][...]],50,140234535,0.018664981,ZDT3
NSGA-II Run 36,0.076050477,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.06716686,[[0;1]],30,00:44.6,0.002890694,117.4425247,[[0.280775318839853;0.924645468236965][0.999999953157631;0.00642900966939144][0.475364144667654;0.777989001833984][...]],30,1271778896,0.0090604,ZDT6
NSGA-II Run 44,1.1376388,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045051328,[[0;1][-5;5]],30,00:35.9,0.046680719,119.5290279,[[0;1][1;0.105614413416183][0.901781671445443;0.150672051037329][0.480734302064442;0.379877858068787][...]],30,1107104544,0.012087544,ZDT4
NSGA-II Run 44,0.01273904,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.08143674,[[0;1]],50,00:36.2,0.000351185,120.3205943,[[0;1.00000120692892][1;2.3909537668101E-06][0.818038030985611;0.33081607044868][0.392881837488156;0.845645390314431][...]],50,1367295219,0.011243669,ZDT2
NSGA-II Run 46,0.01249899,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081635939,[[0;1]],50,00:34.7,0.000447676,120.6541677,[[0;1.00000075869194][1;3.86712625032362E-07][0.00839141829931266;0.908396053499591][0.927595026498537;0.0368830495367669][...]],50,154155980,0.008608054,ZDT1
NSGA-II Run 45,0.007343356,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.100603637,[[0;1]],50,00:36.8,0.000980166,128.7707728,[[0.851849733298512;-0.773368892360433][0;1.00000000000008][0.257763291453815;0.242161085590513][0.652503609044334;-0.458263304461322][...]],50,1383985673,0.01786979,ZDT3
NSGA-II Run 37,0.083723266,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.067127778,[[0;1]],30,00:44.7,0.003217314,117.4348519,[[0.280775318815433;0.925016425314649][1;0.00714698145523733][0.559328929639957;0.691882375437684][0.30434120684995;0.911301887986495][...]],30,866923066,0.007713456,ZDT6
NSGA-II Run 45,1.147619491,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.044995446,[[0;1][-5;5]],30,00:36.0,0.048545301,119.5190472,[[0;1][1;0.106610813053072][0.0325006452325386;0.838940375297042][0.0615066536394811;0.778491312833666][...]],30,1360575599,0.010583533,ZDT4
NSGA-II Run 45,0.011212457,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.081633451,[[0;1]],50,00:35.7,0.000376556,120.3221209,[[0;1.00000066549074][1;1.27365786703544E-06][0.725049667301674;0.474304007502504][0.170273245646266;0.971007708690231][...]],50,809046195,0.010925214,ZDT2
NSGA-II Run 47,0.010634056,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.081791479,[[0;1]],50,00:34.8,0.000368698,120.6560326,[[1;3.70562521631406E-07][0;1.00000074500322][0.710282447152153;0.157217874818806][0.0188958353855906;0.862538585758893][...]],50,973274974,0.008537881,ZDT1
NSGA-II Run 46,0.006273007,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.10751731,[[0;1]],50,00:36.7,0.001151519,128.7718431,[[0;1.00000000001728][0.851810216669014;-0.773368796036467][0.823352738137527;-0.458691288165195][0.652514909560621;-0.458263322335543][...]],50,297587353,0.018250186,ZDT3
NSGA-II Run 46,0.010869334,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045386611,[[0;1][-5;5]],30,00:35.3,0.00042514,120.6557973,[[0;1][1;2.13080978639368E-06][0.365751397546001;0.395227532501322][0.0138365631691503;0.882371331573716][...]],30,1087043442,0.008842573,ZDT4
NSGA-II Run 46,0.012957897,120.3333333,[[0;1][0.003754873;0.999985901][0.00563231;0.999968277][0.007200271;0.999948156][0.008597509;0.999926083][...]],[[0;1]],0.082742475,[[0;1]],50,00:35.9,0.000367333,120.3203754,[[0;1.00000155722196][1;3.10773750154838E-06][0.949523742002799;0.0984075717188743][0.907128460626301;0.177121001372061][...]],50,1881320722,0.012190173,ZDT2
NSGA-II Run 38,0.075590362,117.5185752,[[0.280775319;0.92116522][0.281499068;0.920758275][0.282222229;0.920350613][0.282944464;0.91994243][0.283665793;0.919533718][...]],[[0;1]],0.06762201,[[0;1]],30,00:44.6,0.002829449,117.4429848,[[0.280775318815369;0.924556999553449][0.999999999604427;0.00628315741048636][0.488290978474929;0.76550054556377][...]],30,489584602,0.012328065,ZDT6
NSGA-II Run 48,0.013118729,120.6666667,[[0;1][0.001;0.968377][0.002;0.955279][0.003;0.945228][0.004;0.936754][0.005;0.929289][0.006;0.92254][...]],[[0;1]],0.080995077,[[0;1]],50,00:34.5,0.000463388,120.6535479,[[1;5.79857098675816E-07][0;1.0000012202436][0.160650450375199;0.599188771116485][0.20563161339567;0.546534755607281][...]],50,1595696351,0.011379923,ZDT1
NSGA-II Run 47,0.006614853,128.7781161,[[0;1][0.000166987;0.98707679][0.000355607;0.981138473][0.000502083;0.977584873][0.000593637;0.975624266][...]],[[0;1]],0.11483421,[[0;1]],50,00:36.5,0.001291575,128.7715013,[[0.851818261175989;-0.773368922397559][0;1.0000000000003][0.823338976071612;-0.45841004716304][0.409316004161247;0.242129913309426][...]],50,166734362,0.019327755,ZDT3
NSGA-II Run 47,0.01320316,120.6666667,[[1E-10;0.999989473][0.000210548;0.985489736][0.000631265;0.974875018][0.00116308;0.965896038][0.001774631;0.957873636][...]],[[0;1][-5;5]],0.045167868,[[0;1][-5;5]],30,00:36.0,0.000520041,120.6534635,[[0;1][1;0.000118923047553565][0.395928323859953;0.370846474238895][0.235519614944628;0.514754082361871][...]],30,2095165607,0.011004576,ZDT4
