, Count, Minimum, Maximum, Average, Median, Standard Deviation, Variance, 25th Percentile, 75th Percentile, Avg. of Upper 25 %,  Avg. of Lower 25 %, Avg. of First 25 %, Avg. of Last 25 %, Slope, Intercept, Average Relative Error
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 6, 46, 29, 6329, 2220.304347826087, 29, 3033.7234977613839, 9203478.2608695645, 29, 6329, 6329, 29, 6329, 29, -186.49398704902868, 6416.4190564292321, 0.68085106382978733
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 7, 39, 29, 6329, 2613.6153846153848, 29, 3139.3544812117748, 9855546.5587044526, 29, 6329, 6329, 29, 6329, 29, -234.65587044534414, 7072.0769230769238, 0.726315789473684
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 8, 46, 29, 6329, 2250.7391304347825, 129, 3011.5269691620456, 9069294.6859903354, 29, 6329, 6329, 29, 6329, 29, -186.49398704902868, 6446.8538390379272, 0.6909245075614292
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 9, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 10, 48, 29, 6229, 2129, 129, 2930.1078333217733, 8585531.914893616, 29, 6229, 6229, 29, 6229, 29, -172.29700390794616, 6177.9795918367345, 0.677710657718805
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 11, 38, 29, 6329, 2681.6315789473683, 29, 3152.2396021314889, 9936614.5092460886, 29, 6329, 6329, 29, 6329, 29, -242.65236896815844, 7170.7004048582994, 0.73180873180873185
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 12, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 13, 47, 29, 6329, 2203.4680851063831, 129, 2996.1909213203976, 8977160.037002774, 29, 6329, 6329, 29, 6329, 29, -180.61979648473636, 6357.7234042553191, 0.68320270782417492
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 14, 45, 29, 6329, 2289, 129, 3034.9779091602804, 9211090.9090909082, 29, 6329, 6329, 29, 6329, 29, -192.46376811594203, 6523.202898550725, 0.6937068762553249
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 15, 46, 29, 6329, 2252.913043478261, 129, 3009.9232018706757, 9059637.68115942, 29, 6329, 6329, 29, 6329, 29, -186.10545790934319, 6440.2858464384826, 0.68878207090746368
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 16, 48, 29, 6329, 2160.25, 129, 2979.2299626267127, 8875811.1702127643, 29, 6329, 6329, 29, 6329, 29, -175.02713851498046, 6273.3877551020405, 0.67648598323408571
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 17, 48, 29, 6129, 2095.6666666666665, 129, 2882.4733272433773, 8308652.482269505, 29, 6129, 6129, 29, 6129, 29, -169.51801997394702, 6079.3401360544212, 0.677886864905377
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 18, 42, 29, 6329, 2464.7142857142858, 129, 3068.3928762799546, 9415034.843205573, 29, 6329, 6329, 29, 6329, 38.090909090909093, -211.70893768738352, 6804.7475083056488, 0.71646165882480761
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 19, 46, 29, 6329, 2250.7391304347825, 129, 3011.5269691620456, 9069294.6859903373, 29, 6329, 6329, 29, 6329, 29, -186.27197039777982, 6441.858464384828, 0.68928042841149206
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 20, 42, 29, 6329, 2457.5714285714284, 129, 3074.0682279974326, 9449895.4703832753, 29, 6329, 6329, 29, 6329, 29, -212.17081273802771, 6807.0730897009962, 0.71693663859135282
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 21, 44, 29, 6329, 2319.909090909091, 29, 3065.6247272436208, 9398054.9682875257, 29, 6329, 6329, 29, 6329, 29, -198.90063424947147, 6596.2727272727279, 0.6945736434108527
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 22, 44, 29, 6329, 2319.909090909091, 29, 3065.6247272436208, 9398054.9682875257, 29, 6329, 6329, 29, 6329, 29, -198.90063424947147, 6596.2727272727279, 0.6945736434108527
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 23, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 24, 44, 29, 6329, 2354, 129, 3039.822898758076, 9240523.25581395, 29, 6329, 6329, 29, 6329, 29, -198.58350951374206, 6623.545454545454, 0.70416387808851788
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 25, 38, 29, 6329, 2702.6842105263158, 129, 3134.2643613407886, 9823613.0867709816, 29, 6329, 6329, 29, 6329, 29, -242.03961046066308, 7180.4170040485833, 0.73649295890824984
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 26, 43, 29, 6329, 2373.1860465116279, 29, 3081.2259716502608, 9493953.4883720931, 29, 6329, 6329, 29, 6329, 29, -205.4968287526427, 6688.6194503171246, 0.70129870129870087
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 27, 37, 29, 6229, 2710.0810810810813, 29, 3113.9326544703204, 9696576.5765765756, 29, 6229, 6229, 29, 6229, 29, -246.94167852062594, 7155.0312944523484, 0.73684210526315774
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 28, 47, 29, 6229, 2173.68085106383, 129, 2945.2104457649098, 8674264.5698427372, 29, 6229, 6229, 29, 6229, 29, -177.70582793709528, 6260.9148936170213, 0.68442919550880577
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 29, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 30, 47, 29, 6329, 2205.5957446808511, 129, 2994.6483255792391, 8967918.59389454, 29, 6329, 6329, 29, 6329, 29, -180.58510638297872, 6359.0531914893618, 0.68364406941384237
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 31, 46, 29, 6329, 2250.7391304347825, 129, 3011.5269691620465, 9069294.685990341, 29, 6329, 6329, 29, 6329, 29, -186.18563058896083, 6439.9158186864006, 0.68864159318727247
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 32, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 33, 48, 29, 6329, 2156.0833333333335, 129, 2982.1982170328247, 8893506.20567376, 29, 6329, 6329, 29, 6329, 29, -175.1465479808945, 6272.0272108843546, 0.67606152869274982
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 34, 44, 29, 6329, 2319.909090909091, 29, 3065.6247272436208, 9398054.9682875257, 29, 6329, 6329, 29, 6329, 29, -198.90063424947147, 6596.2727272727279, 0.6945736434108527
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 35, 42, 29, 6229, 2429, 129, 3017.3482138961749, 9104390.2439024374, 129, 6229, 6229, 29, 6229, 38.090909090909093, -208.2165140588283, 6697.43853820598, 0.7166646411883375
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 36, 45, 29, 6329, 2269, 29, 3049.7689927420583, 9301090.9090909082, 29, 6329, 6329, 29, 6329, 29, -192.56916996047431, 6505.521739130435, 0.68774703557312256
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 37, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 38, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 39, 47, 29, 6229, 2171.5531914893618, 129, 2946.7553771129255, 8683367.2525439411, 29, 6229, 6229, 29, 6229, 29, -177.62488436632748, 6256.9255319148942, 0.68308900708290166
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 40, 47, 29, 6229, 2167.2978723404253, 129, 2949.83810841628, 8701544.8658649381, 29, 6229, 6229, 29, 6229, 29, -177.70582793709528, 6254.5319148936169, 0.68228343503206967
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 41, 45, 29, 6329, 2304.5555555555557, 129, 3023.3301593648766, 9140525.2525252514, 29, 6329, 6329, 29, 6329, 29, -192.25296442687747, 6534.12077294686, 0.69753184045114258
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 42, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 43, 43, 29, 6329, 2373.1860465116279, 29, 3081.2259716502608, 9493953.4883720931, 29, 6329, 6329, 29, 6329, 29, -205.4968287526427, 6688.6194503171246, 0.70129870129870087
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 44, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 45, 48, 29, 6329, 2162.3333333333335, 129, 2977.7424929986687, 8866950.3546099272, 29, 6329, 6329, 29, 6329, 29, -175.07598784194528, 6276.6190476190477, 0.67754003997189938
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 46, 47, 29, 6329, 2207.7234042553191, 129, 2993.1033894759639, 8958667.9000925049, 29, 6329, 6329, 29, 6329, 29, -180.57354301572619, 6360.9148936170213, 0.684262359378244
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 47, 44, 29, 6329, 2347.181818181818, 129, 3045.031998707092, 9272219.8731501065, 29, 6329, 6329, 29, 6329, 29, -198.90063424947147, 6623.545454545455, 0.70399983710494718
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 48, 48, 29, 6329, 2160.25, 129, 2979.2299626267127, 8875811.1702127643, 29, 6329, 6329, 29, 6329, 29, -174.99457229700391, 6272.6224489795923, 0.67623426752157245
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 49, 47, 29, 6329, 2205.5957446808511, 129, 2994.6483255792391, 8967918.59389454, 29, 6329, 6329, 29, 6329, 29, -180.60823311748382, 6359.58510638298, 0.68381918316041279
ALPS with NSGA2 {AgeGap=100, NumberOfLayers=3} Run 50, 40, 29, 6329, 2571.5, 129, 3107.3021937167496, 9655326.9230769239, 29, 6329, 6329, 29, 6329, 39, -226.46341463414635, 6987.5365853658541, 0.72592494679540209
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 1, 45, 39, 6439, 2314.5555555555557, 39, 3098.1780243728845, 9598707.07070707, 39, 6439, 6439, 39, 6439, 39, -195.62582345191041, 6618.3236714975847, 0.68774703557312278
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 2, 43, 39, 6439, 2420.3953488372094, 39, 3130.1343204066138, 9797740.8637873735, 39, 6439, 6439, 39, 6439, 39, -208.75868317728782, 6804.3276955602541, 0.70129870129870076
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 3, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 4, 45, 39, 6439, 2314.5555555555557, 39, 3098.1780243728845, 9598707.07070707, 39, 6439, 6439, 39, 6439, 39, -195.62582345191041, 6618.3236714975847, 0.68774703557312278
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 5, 42, 39, 6439, 2477.0952380952381, 39, 3145.6475839508462, 9895098.7224157955, 39, 6439, 6439, 39, 6439, 39, -215.73616400615833, 6899.6866002214847, 0.70788428814520732
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 6, 44, 39, 6439, 2366.2727272727275, 39, 3114.2854371998687, 9698773.7843551785, 39, 6439, 6439, 39, 6439, 39, -202.05778717406625, 6710.515151515152, 0.69457364341085226
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 7, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 8, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 9, 40, 39, 6239, 2519, 39, 3076.0614178123697, 9462153.846153846, 39, 6239, 6239, 39, 6239, 39, -223.33958724202625, 6874.1219512195121, 0.72045028142589107
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 10, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 11, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 12, 48, 39, 6239, 2172.3333333333335, 239, 2907.1689331158168, 8451631.2056737561, 39, 6239, 6239, 39, 6239, 39, -172.29700390794616, 6221.3129251700684, 0.68844774923475816
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 13, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.50759878419453, 6410.4285714285716, 0.685093527029633
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 14, 47, 39, 6439, 2285.8085106382978, 239, 3017.1143040004722, 9102978.7234042548, 39, 6439, 6439, 39, 6439, 39, -183.34875115633673, 6502.8297872340427, 0.69427293279964042
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 15, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 16, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 17, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 18, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 19, 47, 39, 6439, 2217.7234042553191, 39, 3065.4410399904482, 9396928.7696577217, 39, 6439, 6439, 39, 6439, 39, -183.53376503237743, 6439, 0.67391304347826142
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 20, 43, 39, 6439, 2420.3953488372094, 39, 3130.1343204066138, 9797740.8637873735, 39, 6439, 6439, 39, 6439, 39, -208.75868317728782, 6804.3276955602541, 0.70129870129870076
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 21, 39, 39, 6439, 2700.5384615384614, 239, 3159.6648210493022, 9983481.7813765183, 39, 6439, 6439, 39, 6439, 39, -237.81376518218624, 7219, 0.73643649172893322
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 22, 48, 39, 6439, 2172.3333333333335, 39, 3048.9156309781179, 9295886.5248226933, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6351.925170068027, 0.66695614415979132
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 23, 47, 39, 6439, 2273.0425531914893, 239, 3026.3535667851729, 9158815.91119334, 39, 6439, 6439, 39, 6439, 39, -183.2099907493062, 6486.8723404255325, 0.68899619718698291
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 24, 46, 39, 6439, 2334.6521739130435, 239, 3031.6080457399448, 9190647.3429951686, 39, 6439, 6439, 39, 6439, 39, -189.05951279679309, 6588.4912118408884, 0.7006891786591769
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 25, 44, 39, 6439, 2366.2727272727275, 39, 3114.2854371998687, 9698773.7843551785, 39, 6439, 6439, 39, 6439, 39, -202.05778717406625, 6710.515151515152, 0.69457364341085226
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 26, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 27, 44, 39, 6439, 2434.4545454545455, 239, 3063.2065996769529, 9383234.67230444, 39, 6439, 6439, 39, 6439, 39, -201.02889358703311, 6756.575757575758, 0.71063784315849143
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 28, 47, 39, 6439, 2285.8085106382978, 239, 3017.1143040004722, 9102978.7234042548, 39, 6439, 6439, 39, 6439, 39, -183.34875115633673, 6502.8297872340427, 0.69427293279964042
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 29, 38, 39, 6439, 2817.9473684210525, 239, 3130.2497866599683, 9798463.7268847786, 239, 6439, 6439, 105.66666666666667, 6439, 119, -243.0025166867272, 7313.4939271255062, 0.74426999559397622
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 30, 38, 39, 6239, 2649.5263157894738, 39, 3102.2040528913067, 9623669.98577525, 39, 6239, 6239, 39, 6239, 39, -238.80074406390196, 7067.34008097166, 0.73180873180873185
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 31, 45, 39, 6439, 2367.8888888888887, 239, 3059.1607748636957, 9358464.6464646459, 39, 6439, 6439, 39, 6439, 39, -195.20421607378128, 6662.3816425120767, 0.70236503301020381
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 32, 42, 39, 6239, 2400.9047619047619, 39, 3047.3460969523826, 9286318.2346109189, 39, 6239, 6239, 39, 6239, 39, -208.99440888096589, 6685.290143964563, 0.70788428814520676
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 33, 43, 39, 6439, 2420.3953488372094, 39, 3130.1343204066138, 9797740.8637873735, 39, 6439, 6439, 39, 6439, 39, -208.75868317728782, 6804.3276955602541, 0.70129870129870076
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 34, 48, 39, 6239, 2172.3333333333335, 239, 2907.1689331158168, 8451631.2056737561, 39, 6239, 6239, 39, 6239, 39, -172.29700390794616, 6221.3129251700684, 0.68844774923475816
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 35, 47, 39, 6239, 2217.7234042553191, 239, 2921.3558622676469, 8534320.0740055479, 39, 6239, 6239, 39, 6239, 39, -177.61332099907494, 6302.8297872340427, 0.69492829027733816
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 36, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 37, 42, 39, 6439, 2477.0952380952381, 39, 3145.6475839508462, 9895098.7224157955, 39, 6439, 6439, 39, 6439, 39, -215.73616400615833, 6899.6866002214847, 0.70788428814520732
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 38, 48, 39, 6239, 2172.3333333333335, 239, 2907.1689331158168, 8451631.2056737561, 39, 6239, 6239, 39, 6239, 39, -172.29700390794616, 6221.3129251700684, 0.68844774923475816
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 39, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 40, 48, 39, 6439, 2239, 239, 3002.4103791964185, 9014468.0851063821, 39, 6439, 6439, 39, 6439, 39, -177.85497177594442, 6418.591836734694, 0.68777753436014755
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 41, 40, 39, 6439, 2619, 139, 3159.2923582866156, 9981128.2051282059, 39, 6439, 6439, 39, 6439, 59, -230.01876172607879, 7104.3658536585363, 0.72445179075427635
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 42, 35, 39, 6439, 2964.7142857142858, 39, 3234.7690941452024, 10463731.092436975, 39, 6439, 6439, 39, 6439, 39, -272.49299719887955, 7597.0952380952385, 0.7450980392156864
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 43, 40, 39, 6439, 2599, 39, 3175.2892054837366, 10082461.538461538, 39, 6439, 6439, 39, 6439, 39, -230.54409005628517, 7094.60975609756, 0.72045028142589129
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 44, 44, 39, 6239, 2293.5454545454545, 39, 3016.9640172873733, 9102071.8816067651, 39, 6239, 6239, 39, 6239, 39, -195.74348132487668, 6502.0303030303039, 0.69457364341085293
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 45, 41, 39, 6439, 2551.1951219512193, 39, 3149.3011226263534, 9918097.56097561, 39, 6439, 6439, 39, 6439, 39, -222.75261324041807, 7006.2473867595809, 0.71790857454819812
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 46, 42, 39, 6439, 2477.0952380952381, 39, 3145.6475839508462, 9895098.7224157955, 39, 6439, 6439, 39, 6439, 39, -215.73616400615833, 6899.6866002214847, 0.70788428814520732
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 47, 47, 39, 6439, 2285.8085106382978, 239, 3017.1143040004722, 9102978.7234042548, 39, 6439, 6439, 39, 6439, 39, -183.34875115633673, 6502.8297872340427, 0.69427293279964042
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 48, 39, 39, 6439, 2664.6410256410259, 39, 3189.1855047230729, 10170904.183535762, 39, 6439, 6439, 39, 6439, 39, -238.38056680161949, 7193.8717948717967, 0.726315789473684
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 49, 47, 39, 6439, 2281.5531914893618, 239, 3020.2033246305054, 9121628.122109158, 39, 6439, 6439, 39, 6439, 39, -183.25624421831637, 6496.4468085106382, 0.692154504869328
ALPS with NSGA2 {AgeGap=200, NumberOfLayers=3} Run 50, 41, 39, 6439, 2536.560975609756, 39, 3160.7347092786868, 9990243.9024390243, 39, 6439, 6439, 39, 6439, 39, -222.9965156794425, 6996.491289198606, 0.71428571428571408
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 1, 36, 183, 10983, 3783, 1983, 3826.449305258634, 14641714.285714282, 483, 7383, 9383, 316.33333333333331, 9383, 316.33333333333331, -336.9111969111969, 9678.9459459459467, 0.86052192490548651
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 2, 36, 183, 10983, 3958, 1983, 3839.4475048966542, 14741357.142857144, 783, 7383, 9383, 283, 9383, 416.33333333333331, -337.02702702702703, 9855.9729729729734, 0.85529310218159382
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 3, 34, 183, 10983, 3641.8235294117649, 2583, 3555.2025597202914, 12639465.240641711, 183, 7683, 8920.5, 183, 8920.5, 183, -336.34835752482809, 9191.5714285714275, 0.88759661631491649
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 4, 34, 183, 10983, 3483, 2283, 3697.9109581688754, 13674545.454545451, 483, 5883, 9070.5, 295.5, 9070.5, 316.33333333333331, -331.94805194805195, 8960.1428571428569, 0.79908515895751631
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 5, 37, 183, 10983, 3604.6216216216217, 1683, 3684.0598932831285, 13572297.297297295, 1083, 3483, 9516.3333333333339, 283, 9516.3333333333339, 363, -308.46372688477953, 9156.9687055476534, 0.82140797181383784
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 6, 36, 183, 10983, 3933, 3783, 3748.0280529518836, 14047714.285714287, 483, 7683, 9516.3333333333339, 316.33333333333331, 9516.3333333333339, 316.33333333333331, -332.20077220077218, 9746.5135135135133, 0.87200422356929774
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 7, 39, 183, 10983, 3890.6923076923076, 1683, 3784.4129500515951, 14321781.376518218, 483, 7083, 9249.6666666666661, 283, 9249.6666666666661, 303, -311.17408906882594, 9803, 0.87892772910600048
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 8, 38, 183, 10983, 4280.3684210526317, 3333, 3752.3676736021935, 14080263.157894736, 1083, 7383, 9383, 283, 9383, 363, -321.00886311412626, 10219.032388663967, 0.90383724343217908
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 9, 36, 183, 10983, 3933, 3783, 3748.0280529518836, 14047714.285714287, 483, 7683, 9516.3333333333339, 316.33333333333331, 9516.3333333333339, 316.33333333333331, -332.27799227799227, 9747.864864864865, 0.87240966549039034
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 10, 36, 183, 10983, 3824.6666666666665, 2583, 3863.3349767858776, 14925357.142857138, 483, 7383, 9383, 249.66666666666666, 9383, 283, -342.89575289575288, 9825.342342342341, 0.87442478470498852
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 11, 35, 183, 10983, 3594.4285714285716, 2583, 3506.9486844877351, 12298689.075630257, 783, 4383, 8508, 183, 8508, 249.66666666666666, -306.05042016806721, 8797.2857142857138, 0.79968037296091254
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 12, 39, 183, 10983, 3998.3846153846152, 1983, 3852.3088402683552, 14840283.400809718, 483, 7383, 9383, 316.33333333333331, 9383, 333, -313.90688259109311, 9962.6153846153848, 0.86318291072855446
ALPS with NSGA2 {AgeGap=300, NumberOfLayers=10} Run 13, 36, 183, 10983, 4041.3333333333335, 2283, 3821.8451041349117, 14606499.999999994, 483, 7383, 9383, 316.33333333333331, 9383, 316.33333333333331, -337.87644787644786, 9954.17117117117, 0.86754628674126355
